"X.Plant_ID","Scientific_Name","Common_Name","Family","Genus","Species","Infraspecies","Native","CoC","Endemic","Persisting","Status_State","nwpl_ncne","State_Rank","Global_Rank","Habitat","Growth_Habit","Duration"
1157,"Carex normalis","large straw sedge","Cyperaceae","Carex","normalis","","Y",1,"N","Y","","FACW","S5","G5","A fairly common member of section Ovales at least in parts of New York. It occurs in a wide variety of habitats that are dry to wet and open or shaded. Gravel pits, roadsides, seepy wet forests, floodplain thickets, abandoned railroad grades, and openings in forests.","Graminoid","Perennial"
1143,"Carex novae-angliae","New England sedge","Cyperaceae","Carex","novae-angliae","","Y",7,"N","Y","","FACU","S4","G5","Coniferous, hardwood, and coniferous-hardwood mesic forests, forest edges, paths and dirt roads through forests, graminoid dominated bluffs, and rarely in wetter habitats such as edges of forested seeps. Primarily in at least somewhat shaded cool habitats. Mostly in the northern part of New York, becoming quite rare or absent in other parts of the state.","Graminoid","Perennial"
1200,"Carex oederi ssp. oederi","green sedge","Cyperaceae","Carex","oederi","ssp. oederi","Y",5,"N","Y","","OBL","S5","G5","Edge of lakes, shores, rich fens including marl fens, and other peaty open wetlands. It occurs in both basic and acidic soils and like its close relatives C. flava and C. cryptolepis it occurs primarily in areas where the adjacent herbaceous vegetation is thin and low.","Graminoid","Perennial"
1129,"Carex oligocarpa","few-fruited sedge","Cyperaceae","Carex","oligocarpa","","Y",7,"N","Y","","","S4","G4","Rich mesic hardwood forests, forest edges, and utility rights-of-way. Mostly grows in forested habitat but occasionally occurs in adjacent open habitats. Occurs on calcareous soils or bedrock. Not rare but also a not very common sedge in New York and often restricted to relatively small populations.","Graminoid","Perennial"
1147,"Carex pallescens","pale sedge","Cyperaceae","Carex","pallescens","","Y",1,"N","Y","","FAC","S5","G5","hayfields, successional fields, pastures, native grasslands, thickets, edges of forests, and utility rights-of-way. Can be very common in fields and open habitats.","Graminoid","Perennial"
1148,"Carex pauciflora","few-flowered sedge","Cyperaceae","Carex","pauciflora","","Y",10,"N","Y","","OBL","S5","G5","Acidic peatlands including open bogs and less frequently bogs with some tree canopy cover. Primarily a plant of very open acidic peaty soils often on Sphagnum spp.","Graminoid","Perennial"
1038,"Carex pedunculata ssp. pedunculata","long-stalked sedge","Cyperaceae","Carex","pedunculata","ssp. pedunculata","Y",6,"N","Y","","FAC","S5","G5","Calcareous or rich often deep mesic soils on lower and middle slopes of hardwood forests and edges of small streams. Does particularly well over calcareous bedrock and soils and can be a dominant plant in the herbaceous layer.","Graminoid","Perennial"
1150,"Carex pellita","woolly sedge","Cyperaceae","Carex","pellita","","Y",4,"N","Y","","OBL","S5","G5","Marshes, wet fields, clearings in forests, Lake Ontario sand dunes, ditches, and rarely peatlands. Generally in non-peaty wetlands and preferring calcareous soils.","Graminoid","Perennial"
999,"Carex pensylvanica","Pennsylvania sedge","Cyperaceae","Carex","pensylvanica","","Y",6,"N","Y","","","S5","G5","Dry-mesic to mesic hardwood forests, rocky summits, rocky slopes, shale and fine talus slopes, bluffs, and barrens. Usually not in the most acidic poor soils. In at least slightly more mineral rich soils than C. lucorum and the two taxa rarely occur together. Often forming extensive ""lawns"" in somewhat open oak and hickory dominated forests on middle slopes, upper slopes, and crests.","Graminoid","Perennial"
1151,"Carex plantaginea","plantain-leaved sedge","Cyperaceae","Carex","plantaginea","","Y",7,"N","Y","","","S5","G5","Rich hardwood forests. Often occurs low on slopes and in non-weedy floodplains of small streams. Associated with deep rich and/or calcareous soils or calcareous bedrock.","Graminoid","Perennial"
1152,"Carex platyphylla","broad-leaved sedge","Cyperaceae","Carex","platyphylla","","Y",7,"N","Y","","","S5","G5","Forests, woodlands, and bluffs. Prefers rich, although not always deep, rocky soils and usually grows high or on crests of slopes, often without dense adjacent herbaceous vegetation. In higher elevations and the more northern parts of New York, it becomes quite restricted to rich sites.","Graminoid","Perennial"
1155,"Carex prasina","elegant drooping sedge","Cyperaceae","Carex","prasina","","Y",8,"N","Y","","OBL","S5","G4","Mucky forested seeps, edges of small forested streams, marshes, and occasionally in rich peaty open wetlands. A characteristic plant of the edges of small slow moving streams and forested seeps. In these habitats it often forms dense linear patches.","Graminoid","Perennial"
6795,"Carex projecta","necklace sedge","Cyperaceae","Carex","projecta","","Y",4,"N","Y","","FACW","S5","","Seeps in forests, swamps, edges of small streams, and seepy more open wetlands. It does particularly well in seepage areas. More common in the northern and cooler parts of the state.","Herbaceous","Perennial"
1156,"Carex pseudocyperus","cyperus-like sedge","Cyperaceae","Carex","pseudocyperus","","Y",6,"N","Y","","OBL","S5","G5","Swamps, marshes, and roadside ditches. Perhaps somewhat local at least in parts of New York with the similar C. comosa being much more common.","Graminoid","Perennial"
1130,"Carex radiata","narrow-leaved upland star sedge","Cyperaceae","Carex","radiata","","Y",7,"N","Y","","FAC","S5","G4","Rich forests, alluvial forests, and occasionally on the edges of swamps. Grows in mesic to seasonally wet soils.","Graminoid","Perennial"
1215,"Carex retrorsa","backward-fruited sedge","Cyperaceae","Carex","retrorsa","","Y",6,"N","Y","","OBL","S5","G5","Marshes; edges of streams, rivers, and ponds; openings in swamps; and swales. Perhaps most common in open marsh habitat which is at least seasonally inundated.","Graminoid","Perennial"
1217,"Carex rosea","common upland star sedge","Cyperaceae","Carex","rosea","","Y",7,"N","Y","","FACU","S5","G5","Very common in dry to mesic young successional forests to more mature forests on various soil types.","Graminoid","Perennial"
1218,"Carex scabrata","rough sedge","Cyperaceae","Carex","scabrata","","Y",8,"N","Y","","OBL","S5","G5","Forested seeps, wet areas in forests, and edges of very small streams. It also occasionally occurs in other wetland habitats. This species occurs predominately in the very specific niche of mucky seepage areas in hardwood forests or Thuja occidentalis swamps. It often fills the entire seepage area with evenly spaced culms via its long rhizomes.","Graminoid","Perennial"
1219,"Carex scoparia","pointed broom sedge","Cyperaceae","Carex","scoparia","","Y",1,"N","Y","","FACW","S5","","One of the most common section Ovales sedges. Wet to dry fields, marshes, roadsides, stream and pond edges, and wet depressions. Grows in both acidic and somewhat calcareous soils.","Graminoid","Perennial"
6793,"Carex seorsa","weak stellate sedge","Cyperaceae","Carex","seorsa","","Y",8,"N","Y","","FACW","S4","","Acidic hardwood swamps, seepy wet forests, peaty shrublands, and pond edges. It can often be found in small pocket wetlands dominated by shrubs and some Acer rubrum. It mostly grows in some shade.  Restricted to acidic wetlands. Perhaps most common in southeastern New York.","Herbaceous","Perennial"
1223,"Carex sparganioides","bur-reed sedge","Cyperaceae","Carex","sparganioides","","Y",6,"N","Y","","FACU","S5","G5","Bottomland and alluvial forests, forests, and forest edges. Mostly in mesic rich soils. More common and a little more variable in its habitat preferences than the closely related C. cephaloidea.","Graminoid","Perennial"
1228,"Carex stipata var. stipata","awl-fruited sedge","Cyperaceae","Carex","stipata","var. stipata","Y",5,"N","Y","","OBL","S5","G5","Very common in wet forests, marshes, edges of ponds, and open wet habitats.","Graminoid","Perennial"
1191,"Carex swanii","Swan’s sedge","Cyperaceae","Carex","swanii","","Y",7,"N","Y","","FACU","S5","G5","Dry-mesic to mesic forests. Usually in forests of a southern affinity with oaks dominant and often occurs on the upper slopes and crests. The forest canopy can be a little open and the adjacent herbaceous layer is usually not very dense.","Graminoid","Perennial"
6791,"Carex tenera","slender sedge","Cyperaceae","Carex","tenera","","Y",2,"N","Y","","FAC","S5","","Thin forests, fields, pastures, roadsides, and railroad edges. Mostly in dry to dry-mesic sandy or rocky soils.","Herbaceous","Perennial"
6790,"Carex tetanica","rigid sedge","Cyperaceae","Carex","tetanica","","Y",8,"N","Y","","FACW","S4S5","","Rich fens and calcareous swamps. Occurs in both open and closed canopy very rich wet calcareous sites.","Herbaceous","Perennial"
1206,"Carex torta","twisted sedge","Cyperaceae","Carex","torta","","Y",8,"N","Y","","OBL","S5","G5","On the edges and in perennial rocky streams and rivers. The niche for this species is very precise and it usually can be found in the appropriate niche. It grows in small to large streams often rooting adjacent to cobbles and boulders. It regularly gets flooded with high water.","Graminoid","Perennial"
1186,"Carex tribuloides var. tribuloides","blunt broom sedge","Cyperaceae","Carex","tribuloides","var. tribuloides","Y",4,"N","Y","","FACW","S5","G5","Shrub swamps, wet thickets, wet depressions in forests, roadside ditches, edge of marshes, and very rarely dry-mesic forested slopes.","Graminoid","Perennial"
1211,"Carex trichocarpa","hairy-fruited sedge","Cyperaceae","Carex","trichocarpa","","Y",5,"N","Y","","OBL","S4","G4","Open swales in bottomlands, wet bottomland forests, marshes, thickets, and edges of streams and rivers. Somewhat scattered but often occurring in large extensive patches.","Graminoid","Perennial"
1209,"Carex trisperma","three-fruited sedge","Cyperaceae","Carex","trisperma","","Y",8,"N","Y","","OBL","S5","G5T5","Coniferous or deciduous swamps, bogs, and peaty wetlands. Very common and dominant in peaty understories of swamps usually on hummocks with at most saturated soils although occurring adjacent to wetter soils. Often growing on mosses and sometimes forming continuous somewhat thin carpets in these habitats. It also grows in more open bogs and peatlands but usually does not occur in the very specific habitat of hummocks in bogs, where the closely related Carex billingsii occurs.","Graminoid","Perennial"
1208,"Carex tuckermanii","Tuckerman’s sedge","Cyperaceae","Carex","tuckermanii","","Y",8,"N","Y","","OBL","S5","G4","Swales on edges of rivers and streams, marshes, swamps including alluvial swamps, vernal pools. Usually occurs in small populations.","Graminoid","Perennial"
1201,"Carex virescens","ribbed sedge","Cyperaceae","Carex","virescens","","Y",8,"N","Y","","","S5","G5","Grows in similar habitats to the closely related C. swanii but is less common than the latter. Dry-mesic to mesic forests often of a southern affinity; ravine crests; and dirt roads through forests. Occurs primarily on upper slopes and crests.","Graminoid","Perennial"
1199,"Carex vulpinoidea","fox sedge","Cyperaceae","Carex","vulpinoidea","","Y",2,"N","Y","","OBL","S5","G5","Wet fields, wet pastures, marshes, swamps, edges of ponds and streams, and wet ditches. A very common wetland species mostly growing in open sites with soils that are inundated to seasonally saturated.","Graminoid","Perennial"
1054,"Carex woodii","Wood’s sedge","Cyperaceae","Carex","woodii","","Y",8,"N","Y","","FACU","S4","G4","Rich mesic forests often low or at the base of slopes, rich alluvial forests, and dry thin soil limestone forests. Associated with calcareous soils usually with at least some canopy. Sometimes patches have few or no reproductive culms present.","Graminoid","Perennial"
542,"Carpinus caroliniana ssp. virginiana","musclewood, ironwood, American hornbeam","Betulaceae","Carpinus","caroliniana","ssp. virginiana","Y",6,"N","Y","","FAC","S5","G5T5","An understory small tree in deciduous forests. It does best in wet-mesic soils, lower parts of slopes, and stream banks. Also occurs in swamps and mesic forests. It can become a dominant understory tree in these habitats.","Tree, Shrub","Perennial"
1636,"Carya cordiformis","bitternut hickory","Juglandaceae","Carya","cordiformis","","Y",7,"N","Y","","FAC","S5","G5","Floodplain forests and wet-mesic to mesic hardwood forests often low on slopes. A tree primarily of bottomlands in well-drained to wet soils but also occurs less frequently and in smaller numbers in drier habitats on upper slopes and hilltops.","Tree","Perennial"
6295,"Carya glabra","pignut hickory","Juglandaceae","Carya","glabra","","Y",7,"N","Y","","FACU","S5","","Rocky summits, woodlands, and dry to mesic forests of a southern affinity. Mostly in dry rocky sites and when abundant perhaps indicating that the soils are calcareous or not very acidic.","Tree","Perennial"
6296,"Carya ovata var. ovata","shagbark hickory","Juglandaceae","Carya","ovata","var. ovata","Y",7,"N","Y","","FACU","S5","","Of the hickories that occur in New York, Carya ovata grows in the widest range of forested habitats. It occurs with C. glabra in dry to mesic warm forests of a southern affinity, with C. cordiformis in low bottomland forests, as well as in rich mesic forests, dry calcareous forests, and sometimes on hummocks in swamps.","Tree","Perennial"
1634,"Carya tomentosa","mockernut hickory","Juglandaceae","Carya","tomentosa","","Y",7,"N","Y","","","S5","G5","Mesic to dry-mesic forests of a southern affinity.","Tree","Perennial"
1509,"Castanea dentata","American chestnut","Fagaceae","Castanea","dentata","","Y",6,"N","Y","","","S4","G4","Dry to mesic forests often associated with Quercus spp. The introduced chestnut blight kills the trees and mature trees are now rather scattered and rare. Still, stump sprouts and small trees are not uncommon although they soon become infested with the blight.","Tree","Perennial"
2618,"Ceanothus americanus","New Jersey tea","Rhamnaceae","Ceanothus","americanus","","Y",7,"N","Y","","","S5","G5","Edges of hardwoods forests, openings in forests, exposed rims of cliffs, utility rights-of-way, and roadside banks in dry-mesic thin often rocky or sandy circumneutral to calcareous soils.","Subshrub, Shrub","Perennial"
3048,"Celtis occidentalis","northern hackberry","Cannabaceae","Celtis","occidentalis","","Y",7,"N","Y","","FAC","S4","G5","Bottomland forests, rocky slopes, talus slopes, and rock outcrops on mesic to dry calcareous bedrock or soils.","Tree, Shrub","Perennial"
2295,"Cenchrus longispinus","long-spined sandbur","Poaceae","Cenchrus","longispinus","","Y",5,"N","Y","","UPL","S5","G5","","Graminoid","Annual"
2841,"Cephalanthus occidentalis","buttonbush","Rubiaceae","Cephalanthus","occidentalis","","Y",7,"N","Y","","OBL","S5","G5","Ponds, vernal pools, edges of lakes, stream edges, and shrub swamps predominately in shallow water.","Tree, Shrub","Perennial"
6344,"Cerastium nutans var. nutans","nodding chickweed","Caryophyllaceae","Cerastium","nutans","var. nutans","Y",NA,"N","Y","","FACU","S5","","","Herbaceous","Annual"
798,"Ceratophyllum demersum","common coontail","Ceratophyllaceae","Ceratophyllum","demersum","","Y",4,"N","Y","","OBL","S5","G5","A very common aquatic plant. Ponds, lakes, streams, usually in somewhat slow moving or still water. Very dense in some situations.","Forb/herb","Perennial"
1405,"Chamaecrista fasciculata var. fasciculata","partridge pea","Fabaceae","Chamaecrista","fasciculata","var. fasciculata","Y",1,"N","Y","","FACU","SNR","G5","","Forb/herb","Annual"
1349,"Chamaedaphne calyculata","leatherleaf","Ericaceae","Chamaedaphne","calyculata","","Y",8,"N","Y","","OBL","S5","G5","Bogs, edges of ponds, and acidic peaty open sites. Mostly confined to acidic peatlands where it can form dense extensive monospecific stands or become mixed with other low shrubs to from dense shrub thickets.","Shrub","Perennial"
1973,"Chamaenerion angustifolium ssp. circumvagum","fireweed","Onagraceae","Chamaenerion","angustifolium","ssp. circumvagum","Y",3,"N","Y","","FAC","S5","","Clearing and openings in forests, edges of forests, roadsides, and disturbed soils. Responds well to fire and clearing. Most common in northern New York where it can form extensive patches.","Forb/herb",""
2933,"Chelone glabra","white turtlehead","Plantaginaceae","Chelone","glabra","","Y",6,"N","Y","","OBL","S5","G5","Swamps, marshes, rich fens, ditches, and wet thickets.","Forb/herb","Perennial"
801,"Chenopodiastrum simplex","maple-leaved goosefoot","Amaranthaceae","Chenopodiastrum","simplex","","Y",3,"N","Y","","","S5","G5","Rocky woods and disturbed soils.","Forb/herb","Annual"
1347,"Chimaphila maculata","spotted wintergreen","Ericaceae","Chimaphila","maculata","","Y",7,"N","Y","","","S4","G5","Dry sandy or coarse soils in hardwood forests. Less frequently in more mesic forests or hummocks in swamps.","Subshrub, Shrub","Perennial"
1316,"Chimaphila umbellata","pipsissewa","Ericaceae","Chimaphila","umbellata","","Y",7,"N","Y","","","S5","G5T5","Dry sandy forests, edges of forests, and roadsides with thin sandy soils. A plant of acidic sites.","Subshrub, Shrub","Perennial"
2901,"Chrysosplenium americanum","golden carpet","Saxifragaceae","Chrysosplenium","americanum","","Y",8,"N","Y","","OBL","S4","G5","Forested seeps, wet forests, stream edges, and marshes. Often in shaded habitats in saturated mucky soils.","Forb/herb","Perennial"
76,"Cicuta bulbifera","bulb-bearing water hemlock","Apiaceae","Cicuta","bulbifera","","Y",6,"N","Y","","OBL","S5","G5","Marshes and swamps.  Common but usually not abundant or dense at a particular site.","Forb/herb","Perennial"
6640,"Cicuta maculata var. maculata","spotted water hemlock","Apiaceae","Cicuta","maculata","var. maculata","Y",5,"N","Y","","OBL","S5","","Marshes and open swamps similar to C. bulbifera in the way it is usually not dense or abundant at a site.","Herbaceous","Perennial"
6736,"Cinna arundinacea","stout woodreed","Poaceae","Cinna","arundinacea","","Y",7,"N","Y","","FACW","S5","","Low wet forests and thickets, swamps, and floodplains. Often growing in large populations.","Herbaceous","Perennial"
2346,"Cinna latifolia","drooping woodreed","Poaceae","Cinna","latifolia","","Y",7,"N","Y","","FACW","S5","G5","Wet to wet-mesic areas in upland forests and forest openings, occasionally in swamps. More common in cooler and more northern parts of New York.","Graminoid","Perennial"
1955,"Circaea alpina ssp. alpina","dwarf enchanter’s nightshade","Onagraceae","Circaea","alpina","ssp. alpina","Y",8,"N","Y","","FACW","S5","G5","Seepages, swamps, edges of streams, and cool northern mesic forests. A species of cool sites it is most common in northern and cooler parts of New York although it is not uncommon in other parts of the state. It does particularly well on rotting logs in northern forests.","Forb/herb","Perennial"
1963,"Circaea alpina ssp. alpina × C. canadensis = C. ×sterilis","sterile enchanter’s nightshade","Onagraceae","Circaea","alpina ssp. alpina × C. canadensis = C. ×sterilis","","Y",NA,"N","Y","","","SNA","GNA","","Forb/herb","Perennial"
6976,"Cirsium discolor","field thistle","Asteraceae","Cirsium","discolor","","Y",1,"N","Y","","UPL","S5","","","Herbaceous","Biennial"
217,"Cirsium muticum","swamp thistle","Asteraceae","Cirsium","muticum","","Y",9,"N","Y","","OBL","S5","G5","Swamps and marshes. A wetland plant mostly of native habitats. Usually not very abundant at a site and often very thinly scattered throughout.","Forb/herb","Biennial"
225,"Cirsium pumilum ssp. pumilum","pasture thistle","Asteraceae","Cirsium","pumilum","ssp. pumilum","Y",1,"N","Y","","","S5","G4G5","","Forb/herb","Biennial"
1055,"Cladium mariscoides","twig rush","Cyperaceae","Cladium","mariscoides","","Y",9,"N","Y","","OBL","S5","G5","Acidic to more minerotrophic non-shaded peatlands.","Graminoid","Perennial"
2488,"Claytonia caroliniana","Carolina spring beauty","Montiaceae","Claytonia","caroliniana","","Y",8,"N","Y","","FACU","S5","G5","Forests and forest edges in deep rich mesic soils. Usually in moister sites with deeper soils than the related Claytonia virginica.","Forb/herb","Perennial"
6346,"Claytonia virginica","eastern spring beauty","Montiaceae","Claytonia","virginica","","Y",7,"N","Y","","FACU","S5","","Forests and forest edges in dry-mesic to mesic often calcareous soils. Usually in drier sites with thinner soils than the related Claytonia caroliniana.","Herbaceous","Perennial"
2559,"Clematis virginiana","virgin’s bower","Ranunculaceae","Clematis","virginiana","","Y",3,"N","Y","","FAC","S5","G5","Riparian forests and thickets, rich fens, shrub swamps, wet-mesic hedgerows, and wet thickets.","Vine, Subshrub","Perennial"
1837,"Clintonia borealis","blue bead lily","Liliaceae","Clintonia","borealis","","Y",8,"N","Y","","FAC","S5","G5","Cool northern coniferous, coniferous-hardwood, and hardwood forests; and hummocks in swamps. Very common understory herbaceous plant in northern and cool forests extending into the sub-alpine. Sometimes after forest clearing or in openings in forests it becomes quite robust and flowers heavily.","Forb/herb","Perennial"
1680,"Collinsonia canadensis","stoneroot, horsebalm","Lamiaceae","Collinsonia","canadensis","","Y",7,"N","Y","","FAC","S5","G5","Rich mesic hardwood forests, edges of streams, and low thickets. Sometimes in slightly, at least seasonally, wet soils.","Forb/herb","Perennial"
6596,"Comandra umbellata ssp. umbellata","bastard toad flax","Santalaceae","Comandra","umbellata","ssp. umbellata","Y",7,"N","Y","","FACU","S5","","Thin canopied oak forests, woodlands, and forest edges; utility rights-of-way, pine barrens, successional fields, and thickets. Generally in dry thin soils in open to partly shaded habitat but sometimes in wetter habitats.","Herbaceous","Perennial"
2697,"Comarum palustre","marsh cinquefoil","Rosaceae","Comarum","palustre","","Y",9,"N","Y","","OBL","S4","G5","Edges of ponds, lakes, and streams, peatlands, and marshes often in shallow water.","Herbaceous","Perennial"
1923,"Comptonia peregrina","sweet fern","Myricaceae","Comptonia","peregrina","","Y",6,"N","Y","","","S5","G5","Barrens, rocky summits, woodlands, fields and clearings, open heathlands, roadsides, and utility rights-of-way. A plant of open dry thin acidic soils.","Subshrub, Shrub","Perennial"
75,"Conioselinum chinense","hemlock parsley","Apiaceae","Conioselinum","chinense","","Y",7,"N","Y","","FACW","S4","G5","Rich swamps and fens; banks of cold small drainages.  This species prefers shaded conditions.","Forb/herb","Perennial"
2049,"Conopholis americana","oakdrops","Orobanchaceae","Conopholis","americana","","Y",7,"N","Y","","","S4","G5","In a variety of mesic forests under Quercus species.","Forb/herb","Perennial"
2587,"Coptis trifolia","goldthread","Ranunculaceae","Coptis","trifolia","","Y",8,"N","Y","","FACW","S5","G5","On hummocks in cool swamps, cool coniferous and mixed deciduous-coniferous forests, and peatlands in mesic to wet soils in shaded to open habitats often with the adjacent herbaceous layer thin.","Forb/herb","Perennial"
2026,"Corallorhiza maculata var. maculata","late spotted coralroot","Orchidaceae","Corallorhiza","maculata","var. maculata","Y",8,"N","Y","","FACU","S4","G5","A wide variety of mesic forest types but perhaps most common in hardwoods, hardwood-Tsuga canadensis forests, and hardwood-Pinus strobus forests. Patches often consist of small numbers of individuals and patches are often widely scattered at a site.","Forb/herb","Perennial"
2027,"Corallorhiza odontorhiza var. odontorhiza","autumn coralroot","Orchidaceae","Corallorhiza","odontorhiza","var. odontorhiza","Y",8,"N","Y","","","S4","G5T5","Mesic hardwood forests.","Forb/herb","Perennial"
2029,"Corallorhiza trifida","early coralroot","Orchidaceae","Corallorhiza","trifida","","Y",10,"N","Y","","FACW","S4","G5","Seepages, cool swamps, and spring wet areas adjacent to streams. Often in the hollows in cool swamps growing from saturated mucky soils.","Forb/herb","Perennial"
888,"Cornus alternifolia","pagoda dogwood, alternate-leaved dogwood","Cornaceae","Cornus","alternifolia","","Y",7,"N","Y","","FACU","S5","G5","Understories of mesic, usually somewhat rich forests.","Tree, Shrub","Perennial"
893,"Cornus amomum ssp. amomum","silky dogwood","Cornaceae","Cornus","amomum","ssp. amomum","Y",6,"N","Y","","FACW","S5","G5T5","Fens, swamps, shrub swamps, marshes, edges of ponds, edges of streams, and ditches.","Tree, Shrub","Perennial"
887,"Cornus amomum ssp. obliqua","narrow-leaved dogwood","Cornaceae","Cornus","amomum","ssp. obliqua","Y",6,"N","Y","","FACW","SNR","G5T5","","Tree, Shrub","Perennial"
6590,"Cornus canadensis","bunchberry","Cornaceae","Cornus","canadensis","","Y",8,"N","Y","","FAC","S4S5","","Cool northern coniferous, hardwood, or mixed forests; on hummocks in swamps and bogs; sub-alpine forests; and edges of forests. Very common in the northern and cooler parts of New York, becoming rare and scattered in the southern and warmer parts of New York.","Herbaceous","Perennial"
6591,"Cornus florida","flowering dogwood","Cornaceae","Cornus","florida","","Y",7,"N","Y","","FACU","S4S5","","Understories of hardwood forests, forest edges, and woodlands in mesic to dry soils. Also in cultivation.","Tree","Perennial"
895,"Cornus racemosa","gray dogwood, red-panicled dogwood","Cornaceae","Cornus","racemosa","","Y",2,"N","Y","","FAC","S5","G5?","Old fields, shrub thickets, shrub swamps, hummocks in swamps, and hedgerows. Occurs both in uplands and wetlands.","Tree, Shrub","Perennial"
890,"Cornus rugosa","round-leaved dogwood","Cornaceae","Cornus","rugosa","","Y",7,"N","Y","","","S5","G5","Bluffs, rocky slopes, and talus as an understory shrub in woodlands and forests. Usually somewhat restricted in distribution at a site and preferring the specific niches listed.","Tree, Shrub","Perennial"
891,"Cornus sericea","red-osier dogwood","Cornaceae","Cornus","sericea","","Y",6,"N","Y","","FACW","S5","G5","Shrub swamps, fens, marshes, and edges of ponds and streams often in calcareous soils but not restricted to these soils.","Tree, Shrub","Perennial"
543,"Corylus americana","American hazelnut","Betulaceae","Corylus","americana","","Y",6,"N","Y","","FACU","S5","G5","Edges of swamps, alluvial thickets, and weedy thickets.","Shrub","Perennial"
544,"Corylus cornuta ssp. cornuta","beaked hazelnut","Betulaceae","Corylus","cornuta","ssp. cornuta","Y",7,"N","Y","","FACU","S5","G5","An understory shrub in deciduous and mixed deciduous coniferous forests. Also occurs on forest edges, cut forests, and in thickets. Generally grows in thin poor soils.","Tree, Shrub","Perennial"
2677,"Crataegus calpodendron","late hawthorn","Rosaceae","Crataegus","calpodendron","","Y",2,"N","Y","","","S4?","G5","","Tree, Shrub","Perennial"
2676,"Crataegus chrysocarpa var. chrysocarpa","common fireberry hawthorn","Rosaceae","Crataegus","chrysocarpa","var. chrysocarpa","Y",2,"N","Y","","","S4","G5","","Tree, Shrub","Perennial"
2671,"Crataegus coccinea var. coccinea","scarlet hawthorn","Rosaceae","Crataegus","coccinea","var. coccinea","Y",2,"N","Y","","","S4","G5","Hedgerows, road sides, young successional forests, abandoned pastures, thickets, rocky openings in forests, forest edges, and talus slopes.","Tree, Shrub","Perennial"
2770,"Crataegus coccinea var. pringlei","Pringle’s hawthorn","Rosaceae","Crataegus","coccinea","var. pringlei","Y",2,"N","Y","","","SNR","G5","","Tree, Shrub","Perennial"
2792,"Crataegus crus-galli var. crus-galli","cockspur hawthorn","Rosaceae","Crataegus","crus-galli","var. crus-galli","Y",2,"N","Y","","FAC","S5","G5","Hedgerows, road sides, young successional forests, abandoned pastures, thickets, rocky openings in forests, and forest edges.","Tree, Shrub","Perennial"
2669,"Crataegus jesupii","Jesup’s hawthorn","Rosaceae","Crataegus","jesupii","","Y",2,"N","Y","","","SH","G4G5","","Tree, Shrub","Perennial"
2668,"Crataegus macrosperma","large-seeded hawthorn","Rosaceae","Crataegus","macrosperma","","Y",2,"N","Y","","","S5","G5","","Tree, Shrub","Perennial"
2675,"Crataegus populnea","poplar hawthorn","Rosaceae","Crataegus","populnea","","Y",2,"N","Y","","","SNR","G5?Q","","Tree, Shrub","Perennial"
2699,"Crataegus pruinosa","frosted hawthorn","Rosaceae","Crataegus","pruinosa","","Y",2,"N","Y","","","S4","","Hedgerows, thin forests and woodlands, forest edges, and road sides.","Tree, Shrub","Perennial"
2771,"Crataegus punctata","dotted hawthorn","Rosaceae","Crataegus","punctata","","Y",2,"N","Y","","","S4","G5","Hedgerows, thickets, successional forests, forest edges, and road sides.","Tree, Shrub","Perennial"
2772,"Crataegus scabrida","rough hawthorn","Rosaceae","Crataegus","scabrida","","Y",2,"N","Y","","","SNR","G5?","","Tree, Shrub","Perennial"
2808,"Crataegus schuettei var. schuettei","Schuette’s hawthorn","Rosaceae","Crataegus","schuettei","var. schuettei","Y",2,"N","Y","","","SNR","G5?","","Tree, Shrub","Perennial"
2766,"Crataegus suborbiculata","semi-orbicular leaved hawthorn","Rosaceae","Crataegus","suborbiculata","","Y",2,"N","Y","","","SNR","G3?","","Tree, Shrub","Perennial"
2793,"Crataegus succulenta var. succulenta","succulent hawthorn","Rosaceae","Crataegus","succulenta","var. succulenta","Y",2,"N","Y","","","S4","G5","","Tree, Shrub","Perennial"
6403,"Crocanthemum canadense","Canada frostweed, Canada rock rose","Cistaceae","Crocanthemum","canadense","","Y",6,"N","Y","","","S5","","Woodlands and barrens, utility rights-of-way, rocky summits, open bluffs, and fields on thin or sandy soils. Usually in open habitats with acidic, thin or coarse soils and without adjacent dense and tall herbaceous cover.","Herbaceous","Perennial"
78,"Cryptotaenia canadensis","honewort","Apiaceae","Cryptotaenia","canadensis","","Y",6,"N","Y","","FAC","S5","G5","Wet to mesic forests and thickets often in rich soils.  It does well in bottomlands and weedy alluvial soils. It occasionally occurs in slightly more open areas but prefers shade.","Forb/herb","Perennial"
6400,"Cubelium concolor","green violet","Violaceae","Cubelium","concolor","","Y",8,"N","Y","","FACU","SNR","","Mesic hardwood forests in valley bottoms or lower slopes in deep nutrient rich soils, often associated with calcareous bedrock.","Herbaceous","Perennial"
928,"Cuscuta gronovii var. gronovii","common dodder","Convolvulaceae","Cuscuta","gronovii","var. gronovii","Y",4,"N","Y","","","S5","G5","Shores of streams and rivers, marshes, and wet thickets. The most common Cuscuta in New York, growing in a wide variety of wetland habitats but usually in areas without a tree canopy.","Vine, Forb/herb","Perennial"
1056,"Cyperus bipartitus","shining flat sedge","Cyperaceae","Cyperus","bipartitus","","Y",4,"N","Y","","FACW","S5","G5","Edges of lakes, ponds, and streams; edges of fresh to somewhat brackish tidal marshes; and wet thickets. Occurs primarily in open exposed soils on edges of water bodies including gravel and mud flat that are exposed when water levels recede.","Graminoid","Annual"
